45.61.212.129       # gezkdx7.com
45.61.212.130       # kqvkvc3.com
45.61.212.132       # kevinhewu.com
45.61.212.135       # vesdsp.com
45.61.212.138       # wootwood.com
45.61.212.141       # fiehff.com
45.61.212.142       # n0299.com
45.61.212.171       # kevinhewu.com
45.61.212.175       # vesdsp.com
45.61.212.216       # n6579.com
45.61.212.217       # othbhe2.com
45.61.212.218       # gezkdx7.com
45.61.212.219       # xox8863.com
45.61.212.220       # kqvkvc3.com
45.61.212.221       # n6579.com
45.61.212.222       # xox9325.com
45.61.212.223       # othbhe2.com
45.61.212.224       # xox8863.com
45.61.212.225       # kqvkvc3.com
45.61.212.226       # n6579.com
45.61.212.227       # othbhe2.com
45.61.212.229       # xox8863.com
45.61.212.230       # kqvkvc3.com
45.77.189.135       # ad.style
45.79.8.187         # voluumtlkrnarketing.com
45.79.19.196        # 0byv9mgbn0.com
45.79.47.151        # darersan.co
45.79.56.187        # testingdx.com
45.79.82.168        # fdasew.top
45.79.110.8         # opentracker.net
45.79.133.252       # i2.myapkcdn.in
45.81.232.21        # deinemudda.net
45.82.176.183       # 1links.ga
45.85.249.249       # rbanglam.org
45.88.201.66        # ordermodafinil.com
45.90.230.197       # mitsubishibatam.co.id
45.94.254.25        # plus.tapsell.ir
45.94.255.20        # plus.tapsell.ir
45.94.255.24        # plus.tapsell.ir
45.113.122.66       # 42marquis.in
45.113.122.159      # stoready.in
45.113.122.212      # matkaapi.com
45.113.122.219      # asadistributions.com
45.113.122.245      # janamkundali.co.in
45.118.134.104      # nerude.org.np
45.119.55.20        # tinglian.com
45.119.84.172       # gvc.vn
45.122.220.15       # tracker.nhandaovadoisong.vn
45.129.98.233       # xy.nullrefexcep.com
45.130.41.35        # gold-mir.com
45.130.41.89        # readme.ru
45.130.104.180      # sictapps.com
45.133.44.3         # player.ads.152media.com
45.133.44.4         # player.ads.152media.com
45.133.44.9         # cdn40657009.ahacdn.me
45.133.44.10        # cdn40657009.ahacdn.me
45.133.44.24        # 12112336.pix-cdn.org
45.133.44.25        # 12112336.pix-cdn.org
45.143.81.244       # visitkepri.com
45.145.164.37       # zippin.fr
45.151.249.54       # saturnmedya.net
45.151.251.8        # demirelmarka.com
45.152.44.113       # villaaquiraz.com.br
45.152.44.122       # campoaltoeusebio.com.br
45.152.46.123       # ruycarvalho.com.br
45.153.84.104       # api.adcalls.nl
45.158.37.130       # eu.xmlppcbuzz.com
45.158.37.147       # eu.xmlppcbuzz.com
45.158.37.153       # eu.xmlppcbuzz.com
45.158.37.154       # xmlppcbuzz.com
45.158.37.155       # xmlppcbuzz.com
45.159.114.133      # zarrindanesh.ir
45.192.74.168       # cike666.com
45.192.192.47       # hzhyhm.com
45.193.172.234      # houfang8.com
45.194.178.199      # evsembu.com
45.194.179.226      # yun-pdm5000.cn
45.195.122.154      # hfyxdl.com
45.196.215.241      # tianii.top
45.204.127.160      # feilan5.cn
45.249.246.76       # bvnvx.xyz
45.252.248.24       # mautic.jagodo.vn
46.4.5.52           # claroads.com
46.4.22.188         # hamedzarei.com
46.4.70.106         # dd-fenstertueren.at
46.4.95.205         # track.adsfast.com
46.4.104.238        # linegroup-ks.com
46.4.104.244        # forwardrb.bid
46.4.156.150        # new4.me
46.8.8.100          # 1uno1xkktau4.com
46.8.8.101          # elongo22.com
46.17.173.196       # azrtrans.com
46.19.13.4          # rapidtrk.net
46.23.109.147       # n20b28tu.info
46.38.247.84        # conative.de
46.105.201.224      # tag.agrvt.com
46.105.201.240      # s11.histats.com
46.105.203.17       # cdn.galaxiemedia.fr
46.137.168.148      # synchrobox.adswizz.com
46.148.125.182      # nxtpsh.com
46.149.113.131      # ads.newmedia.cz
46.161.36.2         # target.smi2.ru
46.161.36.3         # target.smi2.ru
46.161.36.23        # stat.media
46.161.36.24        # stat.media
46.166.179.115      # ads.a-static.com
46.166.179.118      # ads.a-static.com
46.166.184.102      # yessearches.com
46.166.184.104      # wholesaletraffic.info
46.229.156.151      # bluepartner.pl
46.229.167.169      # vena.native-ad.net
46.229.170.71       # antaraimedia.com
46.229.171.20       # ad.aflamk1.net
46.229.171.26       # ad.aflamk1.net
46.250.210.45       # antiagecomplex.no
46.250.210.134      # lystn.co
46.252.148.24       # 1ecosolution.it
46.252.178.15       # beead.co.uk
46.254.17.233       # b.nevadaprivateoffice.com
47.52.53.71         # entree.igetget.com
47.52.162.13        # hhsp2.com
47.74.175.229       # api.newsfeed.intl.miui.com
47.75.19.145        # 529723929.com
47.75.125.3         # huataisangao.cn
47.88.195.227       # tp.sgcn.com
47.90.33.151        # stat.onemob.mobi
47.91.88.169        # apitm.toolmatrix.plus
47.91.170.222       # kmpxq.cn
47.92.17.11         # shaquevip.oss-cn-zhangjiakou.aliyuncs.com
47.92.216.182       # yhz18.com
47.95.85.41         # ahuano.com
47.105.97.223       # 17chezhan.com
47.107.27.61        # click.oneplus.cn
47.107.239.231      # junfull.com
47.111.20.181       # 96mob.com
47.181.211.168      # eclickz.com
47.241.0.17         # activity.browser.intl.miui.com
47.241.5.81         # geo.go2s.co
47.242.62.57        # navigation.api.hk.goforandroid.com
47.242.91.30        # navigation.api.hk.goforandroid.com
47.242.91.252       # navigation.api.hk.goforandroid.com
47.242.94.137       # navigation.api.hk.goforandroid.com
47.242.129.119      # navigation.api.hk.goforandroid.com
47.243.41.180       # akmh047.vip
47.243.61.240       # akmh047.vip
47.244.125.255      # ghkbid.adview.com
47.246.20.185       # zhouxingyu.xyz
47.246.109.108      # alogs.umeng.com
47.246.109.109      # alogs.umeng.com
47.246.136.160      # gj.gds.mmstat.com
47.254.80.199       # analytics.wondershare.cc
49.7.36.83          # rs.sinajs.cn
49.12.83.164        # grtb-de.lfstmedia.com
49.12.122.118       # v1.oddsserve.com
49.213.78.97        # log.anninhthudo.vn
49.213.110.69       # log.sggp.org.vn
49.213.114.87       # trk-pcweb.api.zaloapp.com
49.213.114.207      # ztevents.zaloapp.com
49.213.114.215      # api.adtima.vn
50.3.187.41         # liveclix.net
50.16.7.188         # metrics.api.drift.com
50.16.30.177        # developer.adxcorp.kr
50.16.49.81         # bokateria.com
50.16.118.244       # cbola-analytics-c5-6.us-east-1.elasticbeanstalk.com
50.16.173.137       # beacontest.cardlytics.com
50.16.211.97        # obs.cheqzone.com
50.17.40.71         # ltvapi.tapjoy.com
50.17.52.222        # app.omappapi.com
50.17.65.7          # bidder.triplelift.com
50.17.114.248       # mdmserver.mobidia.com
50.18.80.16         # clicktraceclick.com
50.19.29.251        # profile-api-prod-elb.53.localytics.com
50.19.60.226        # app.omappapi.com
50.19.185.112       # epiv.cardlytics.com
50.28.16.13         # onkusa.com
50.28.32.8          # jeersweepwaxworks.com
50.28.56.190        # nametraff.com
50.28.57.211        # arboterra.com.mx
50.28.59.161        # 03ed9035a0801f.com
50.31.66.233        # d.otaserve.net
50.31.138.24        # mymanai.com
50.31.142.255       # chi.outbrain.com
50.31.174.214       # oropezaabogados.com
50.31.177.150       # acercatemas.net
50.56.48.64         # exitexchange.com
50.56.183.225       # theadhost.com
50.62.90.205        # uniqueluxurycoach.com
50.62.183.211       # longevitymeats.com
50.87.18.127        # rubiks.ca
50.87.118.84        # sagecoaching.net
50.87.144.151       # ovrlrd.com
50.87.144.173       # unitedtrading.pk
50.87.144.185       # randymeriwether.com
50.87.145.58        # doctoraangiearce.com
50.87.145.225       # smwd.gov.ph
50.87.145.228       # besttravelengine.com
50.87.146.69        # chefroselle.ph
50.87.148.108       # autostrad.net
50.87.148.127       # apexexit.com
50.87.150.35        # tripascape.com
50.87.150.104       # fourakis.gr
50.87.151.119       # proqyr.com
50.87.151.228       # justboatsafety.com
50.87.153.44        # humailengineering.com
50.87.153.183       # dhakaunited.com
50.87.171.226       # getapplay.com
50.87.177.163       # developer-sabbir.com
50.87.177.204       # telugumarriagebureau.com
50.87.234.5         # drownrat.com
50.87.249.11        # healthbyarv.com
50.87.253.65        # moirabates.com
50.112.59.253       # sync.vmweb.net
50.115.175.59       # santaduffyandmrsc.biz
50.115.217.170      # partner-ts.groupon.fr
50.116.86.33        # emagrecercomsaude.digital
50.116.86.54        # vilaxe.com.br
50.116.86.59        # systectv.com.br
50.116.86.83        # ericcampos.net
50.116.86.118       # peneiralol.cnb.gg
50.116.87.68        # vittaflora.com.br
50.116.87.104       # fernandamurca.com.br
50.116.87.119       # tvcearense.com.br
50.116.87.139       # intercambio.com.br
50.116.92.115       # forbesinsurancegroup.com
50.116.92.148       # wearitall.com.ng
50.116.95.135       # girlsboxlacrosse.com
50.116.95.164       # herbsuniversity.com
50.116.112.112      # vitriumvidros.com.br
50.116.112.144      # slgti.com.br
50.116.112.147      # moacafe.net
50.116.112.154      # parabrisaspetrucci.com.br
50.116.112.162      # meacheaqui.com.br
50.116.113.10       # centraltattoo.com.br
50.116.113.225      # abrasilbaterias.com
50.116.194.25       # sr.turn.com
50.117.21.173       # 12fou.com
50.118.210.151      # 1biznes.net
51.15.15.73         # gonews2.com
51.15.16.9          # gonews2.com
51.38.7.91          # vectaury.io
51.68.34.45         # xdisctracking.pw
51.68.38.14         # f25.adventori.com
51.68.141.102       # stats.ulixes.pl
51.68.200.63        # khelodunia.com
51.75.166.68        # spxl.socy.es
51.75.166.69        # spxl.socy.es
51.75.166.70        # spxl.socy.es
51.75.166.71        # spxl.socy.es
51.75.166.72        # spxl.socy.es
51.75.166.73        # spxl.socy.es
51.75.166.74        # spxl.socy.es
51.75.166.75        # spxl.socy.es
51.75.166.76        # spxl.socy.es
51.75.166.77        # spxl.socy.es
51.75.166.78        # spxl.socy.es
51.75.166.79        # spxl.socy.es
51.75.166.80        # spxl.socy.es
51.75.166.81        # spxl.socy.es
51.75.166.82        # spxl.socy.es
51.75.166.83        # spxl.socy.es
51.75.166.84        # spxl.socy.es
51.75.166.85        # spxl.socy.es
51.77.65.176        # tags12.adsafety.net
51.79.25.113        # altapublicidad.com.mx
51.79.37.84         # idipron.gov.co
51.79.51.76         # masterwolf.net
51.79.81.50         # solucionesecologicassa.com.co
51.79.82.23         # mbid.marfeelrev.com
51.79.99.107        # yamilesgaib.com
51.79.159.4         # jakhibd.com
51.81.46.206        # exchange-us-east.powerlinks.com
51.81.46.209        # exchange-us-east.powerlinks.com
51.81.106.49        # exchange-us-east.powerlinks.com
51.83.3.126         # compteur.com
51.83.66.153        # saintouen-villagedesrosiers.fr
51.89.9.195         # sitigroup-international.com
51.89.65.16         # gabrielstool.com.br
51.89.67.26         # lb.aatkit.com
51.89.192.129       # huntingarroyo.website
51.91.16.55         # promo.vador.com
51.91.18.51         # promo.vador.com
51.91.215.113       # mediaintelligence.de
51.158.145.98       # curlyhairdiya.com
51.159.16.122       # 0n.click
51.161.81.134       # t.splicky.com
51.161.87.131       # clicblue.com
51.161.92.249       # nexeps.com
51.178.89.219       # lb.aatkit.com
51.178.151.95       # flattyresmtbroutes.com
51.178.190.84       # worker72.advertnative.com
51.182.5.118        # ahuqs.com
51.195.5.185        # huntingarroyo.website
51.195.61.120       # mediaintelligence.de
51.195.101.174      # 1002.men
51.195.206.62       # adiba.pk
51.195.207.20       # mabemaservice.co.mz
51.195.224.113      # control.teragence.net
51.210.99.59        # lb.aatkit.com
51.210.113.194      # campfly.co
51.210.173.101      # digigoal.fr
51.210.183.237      # propila.it
51.222.44.17        # smtp1.younetmedia.com
51.222.50.6         # abrazosdeluniverso.org
51.222.244.224      # cepefodes.org.pe
51.250.75.211       # skcrtxr.com
51.254.238.167      # apk-mods.tk
51.255.119.171      # mobnatives.com
51.255.129.199      # t.mobrand.net
51.255.129.200      # t.mobrand.net
52.0.74.232         # epiv.cardlytics.com
52.0.93.11          # api-sdk.datadome.co
52.0.108.255        # 6psex-sootr.ads.tremorhub.com
52.0.136.179        # events3alt.adcolony.com
52.0.156.250        # load.exelator.com
52.0.162.88         # prod-ash-beacon-1960876484.us-east-1.elb.amazonaws.com
52.0.193.199        # 100016075.collect.igodigital.com
52.1.19.247         # oryj8-jzbmc.ads.tremorhub.com
52.1.45.49          # ads.yieldmo.com
52.1.47.115         # 5nbh3-h9cpz.ads.tremorhub.com
52.1.62.93          # lynx-prod-beacon-alb-498367235.us-east-1.elb.amazonaws.com
52.1.96.167         # gklfs-ktn14.ads.tremorhub.com
52.1.147.245        # 5nbh3-h9cpz.ads.tremorhub.com
52.1.200.127        # d.adroll.com
52.1.213.70         # gumdrops.gumgum.com
52.1.224.51         # log.prezi.com
52.2.4.59           # update.wo.gumgum.com
52.2.57.69          # redir.jads.co
52.2.58.225         # api.player.xcal.tv
52.2.144.8          # rpc-tapjoy-com-lb-1378811527.us-east-1.elb.amazonaws.com
52.2.236.35         # 100016075.collect.igodigital.com
52.3.42.214         # meter-svc.nytimes.com
52.3.48.96          # soma.smaato.com
52.3.118.173        # ing.clicktale.net
52.3.131.240        # vast.extremereach.io
52.4.100.124        # audience.visiblemeasures.com
52.4.120.214        # api.ad.mobiuspace.net
52.4.154.236        # admax.nexage.com
52.4.216.13         # elasticad.net
52.4.223.190        # and-ads.pulse.weatherbug.net
52.5.37.166         # stats-5-split-vohnu.s.innovid.com.akadns.net
52.5.58.227         # moat.com
52.5.77.251         # protect.geoedge.be
52.5.89.43          # cdn.celtra.com
52.5.115.116        # reachads.bfmio.com
52.5.116.149        # inpwrd.com
52.6.24.214         # protect.geoedge.be
52.6.130.165        # api-sdk.datadome.co
52.7.22.249         # panel.moat.com
52.7.112.190        # lynx.cognitivlabs.com
52.7.119.254        # api.anythinktech.com
52.7.166.25         # us-east-tlx.3lift.com
52.7.226.84         # spanids.thesaurus.com
52.7.240.180        # rdcdn.com
52.8.134.32         # sloi1.com
52.8.181.103        # match-us-west-1-ecs.sharethrough.com
52.9.75.101         # match-us-west-1-ecs.sharethrough.com
52.9.208.33         # t.9gag.com
52.9.208.230        # match-us-west-1-ecs.sharethrough.com
52.10.45.2          # aws-oregon-ohio-virginia.s.innovid.com.akadns.net
52.11.54.122        # appad-api-01.perfectcorp.com
52.11.126.28        # publisher.adsparc.com
52.16.43.55         # tag.atom.gamedistribution.com
52.17.111.135       # visualdna.com
52.17.116.4         # service.sponsorpay.com
52.17.159.238       # hq1.appsflyer.com
52.17.226.96        # service.sponsorpay.com
52.18.149.164       # collect-eu-west-1.tealiumiq.com
52.18.159.45        # contents-tracking.beop.io
52.19.24.186        # onelink.appsflyer.com
52.20.65.122        # blueeagle.smaato.net
52.20.70.238        # pr-bh.ybp.yahoo.com
52.20.71.183        # v-collector.dp.aws.charter.com
52.20.78.240        # perfectaudience.com
52.20.84.62         # adbull.com
52.20.99.103        # api.ipdata.co
52.20.103.28        # quiztoolbox.com
52.20.111.99        # c.riskified.com
52.20.113.42        # gklfs-fvifs.ads.tremorhub.com
52.20.114.6         # 100008436.collect.igodigital.com
52.20.131.174       # adaptonnerve.xyz
52.20.151.243       # prod-m-node-1111.ssp.advertising.com
52.20.195.125       # mozoo.go2cloud.org
52.20.205.112       # sjedt.adsafeprotected.com
52.20.233.11        # s.admathhd.com
52.20.238.75        # origin.tapjoy.com
52.21.22.138        # apolloprogram.io
52.21.30.22         # mb9eo-7w62j.ads.tremorhub.com
52.21.32.156        # sjedt.adsafeprotected.com
52.21.54.49         # global.event.prod.bidr.io
52.21.77.252        # lcf.cmplay.cmcm.com
52.21.163.119       # ringtonematcher.com
52.21.185.131       # fashou.wang
52.22.79.137        # affiliate.media.net
52.22.113.148       # epiv.cardlytics.com
52.22.123.224       # protect.geoedge.be
52.22.123.241       # featured.perfectionholic.com
52.22.161.40        # rdcdn.com
52.22.174.123       # nep.advangelists.com
52.22.179.85        # reachads.bfmio.com
52.23.45.30         # nam.segment.prod.bidr.io
52.24.24.23         # hb-api.omnitagjs.com
52.24.65.23         # idsync.segment.com
52.24.86.209        # ads.chartboosts.com
52.24.156.12        # gsecurecontent.com
52.24.255.184       # or-g2.gumgum.com
52.25.6.134         # gsecurecontent.com
52.25.19.247        # or-g2.gumgum.com
52.25.25.165        # mobile.eum-appdynamics.com
52.25.153.53        # fermassociates.com
